goruntu_adi,bolum,kaynak_onek,skor,x1,y1,x2,y2,eslesme_durumu,eslesilen_gercek_kutu_id,eslesen_iou,kosu_model,kosu_bolum,kosu_birlesik_bolumler,kosu_onek_filtresi,kosu_goruntu_sayisi,kosu_karo_boyutu,kosu_ortusme_orani,kosu_perform_standard_pred,kosu_postprocess_type,kosu_postprocess_match_metric,kosu_iou_esigi,kosu_cihaz,kosu_tarama_notu,kosu_gecerlilik_notu,kosu_surum_python,kosu_surum_ultralytics,kosu_surum_sahi,kosu_surum_torch,kosu_tarih,kosu_komut
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.8758,1234.6,1042.0,1280.4,1108.9,TP,1,0.7712,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.6132,3280.2,1413.7,3352.8,1518.9,TP,7,0.5784,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.4994,2088.7,2544.4,2110.6,2561.8,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.4881,1340.1,2454.8,1409.4,2529.2,TP,5,0.7583,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.3924,1138.8,1023.6,1202.1,1075.4,TP,0,0.5924,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.2454,2033.8,2375.5,2081.8,2431.5,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.1937,2106.9,2441.7,2144.6,2470.8,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.1572,1340.0,2473.4,1368.5,2513.8,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.1566,2591.4,1062.2,2627.1,1101.7,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
test_ZRI_0004_JPG.rf.e913f73a55a644ae9b3e440de80f749d.jpg,test,ZRI,0.1504,2062.8,2376.1,2086.3,2432.5,FP,,,yolo11n.pt,test,test,hepsi,157,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",tek bolum olculdu,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-13 10:07:32,scripts/01_taban_cizgisi.py --bolum test --karo 512 --ortusme 0.2 --iou 0.3 --model yolo11n.pt --conf 0.05 0.15 0.30 --onek-bazinda --limit 0 --cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_ozet_capraz.csv --kutu-cikti /private/tmp/claude-501/-Users-onurkaya-Desktop-claude-projeler-gozcu/1254dd52-0d8e-4456-b107-90e9bfd89e54/scratchpad/h7_taban_kutu_capraz.csv --tahmin-kaydi reports/tahminler_taban512_hafta7.csv
